NO_OF_FRAMES	6003
NO_OF_CAMERAS	12
NO_OF_MARKERS	8
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-12-06, 11:14:57.313	1565943.39084610
DATA_INCLUDED	3D
MARKER_NAMES	CAMERA_UP	CAMERA_DOWN	CAMERA_LATERAL	CAMERA_CENTER	PROBE_CENT	PROBE_DIST	PROBE_LEFT	PROBE_RIGHT
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
1	0.00000	145.170	622.694	1103.198	121.033	644.084	1057.269	90.870	635.719	1080.341	120.823	633.842	1080.213	26.074	135.236	881.684	31.359	164.017	858.204	59.861	120.342	868.621	1.681	112.237	859.828
2	0.00500	145.000	622.705	1103.467	121.061	644.093	1057.281	90.883	635.714	1080.328	120.805	633.436	1080.130	26.307	135.161	881.739	31.657	163.830	858.218	60.063	120.114	868.592	1.876	112.064	859.933
3	0.01000	144.997	622.705	1103.508	121.084	644.087	1057.252	90.888	635.717	1080.356	120.818	633.384	1080.108	26.642	134.921	881.923	31.903	163.643	858.294	60.216	119.872	868.588	2.050	111.870	860.077
4	0.01500	145.008	622.707	1103.524	121.562	643.238	1057.260	90.883	635.705	1080.369	120.857	633.826	1080.230	27.673	133.896	882.562	32.135	163.442	858.394	60.383	119.627	868.791	2.205	111.711	860.164
5	0.02000	144.977	622.661	1103.546	121.575	643.179	1057.268	90.841	635.725	1080.346	120.879	633.831	1080.191	27.842	133.639	882.655	32.371	163.181	858.596	60.559	119.398	868.874	2.361	111.505	860.116
6	0.02500	145.012	622.707	1103.483	121.566	643.177	1057.246	90.860	635.715	1080.350	120.845	633.853	1080.221	28.012	133.412	882.625	32.576	163.018	858.702	60.739	119.134	869.000	2.486	111.327	860.126
7	0.03000	144.976	622.699	1103.480	121.624	643.166	1057.314	90.927	635.685	1080.397	120.864	633.821	1080.217	28.151	133.091	882.625	32.745	162.778	858.709	60.905	118.887	868.995	2.671	111.144	860.165
8	0.03500	144.956	622.666	1103.481	121.650	643.157	1057.320	90.926	635.700	1080.406	120.838	633.877	1080.215	28.375	132.789	882.675	32.963	162.489	858.808	61.010	118.640	868.921	2.830	110.966	860.330
9	0.04000	145.009	622.675	1103.507	121.626	643.156	1057.312	90.907	635.711	1080.401	120.850	633.880	1080.231	28.497	132.533	882.761	33.146	162.287	858.874	61.183	118.306	869.104	2.959	110.774	860.387
10	0.04500	145.063	622.720	1103.514	121.646	643.162	1057.300	90.923	635.701	1080.408	120.890	633.860	1080.255	28.601	132.352	882.827	33.269	162.075	858.944	61.343	118.069	869.173	3.054	110.566	860.418
11	0.05000	145.014	622.672	1103.558	121.648	643.162	1057.299	90.875	635.700	1080.377	120.866	633.854	1080.252	28.701	132.172	882.839	33.397	161.864	859.014	61.471	117.916	869.178	3.162	110.338	860.375
12	0.05500	144.984	622.669	1103.519	121.624	643.162	1057.295	90.919	635.683	1080.387	120.845	633.886	1080.202	28.747	131.989	882.819	33.438	161.705	859.036	61.497	117.698	869.192	3.242	110.121	860.315
13	0.06000	144.989	622.708	1103.453	121.643	643.156	1057.304	90.925	635.700	1080.434	120.835	633.856	1080.182	28.790	131.841	882.804	33.487	161.522	859.076	61.564	117.497	869.092	3.343	109.933	860.237
14	0.06500	144.935	622.695	1103.464	121.650	643.149	1057.320	90.900	635.689	1080.411	120.829	633.884	1080.189	28.860	131.684	882.786	33.555	161.383	859.093	61.616	117.331	869.089	3.382	109.735	860.205
15	0.07000	144.998	622.676	1103.501	121.637	643.164	1057.284	90.918	635.684	1080.387	120.848	633.858	1080.199	28.944	131.523	882.876	33.636	161.227	859.157	61.709	117.176	869.103	3.477	109.620	860.230
16	0.07500	145.030	622.673	1103.579	121.611	643.177	1057.289	90.912	635.712	1080.404	120.867	633.858	1080.246	29.073	131.389	882.957	33.698	161.114	859.161	61.739	117.045	869.111	3.506	109.475	860.231
17	0.08000	145.020	622.706	1103.530	121.645	643.158	1057.302	90.918	635.689	1080.384	120.896	633.896	1080.228	29.079	131.237	882.955	33.751	160.964	859.226	61.803	116.869	869.081	3.528	109.348	860.198
