NO_OF_FRAMES	5866
NO_OF_CAMERAS	12
NO_OF_MARKERS	8
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-12-06, 11:20:00.062	1566246.14002420
DATA_INCLUDED	3D
MARKER_NAMES	CAMERA_UP	CAMERA_DOWN	CAMERA_LATERAL	CAMERA_CENTER	PROBE_CENT	PROBE_DIST	PROBE_LEFT	PROBE_RIGHT
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
1	0.00000	144.953	622.748	1103.634	121.059	644.105	1057.279	90.916	635.844	1080.508	120.826	633.334	1080.112	81.426	50.001	891.164	76.654	81.163	867.488	112.930	42.791	871.231	56.251	25.350	873.064
2	0.00500	145.119	622.771	1103.378	121.042	644.104	1057.296	90.932	635.811	1080.515	120.825	633.813	1080.222	81.334	50.049	891.162	76.545	81.231	867.462	112.881	42.838	871.251	56.163	25.403	873.090
3	0.01000	145.130	622.774	1103.345	121.041	644.085	1057.287	90.922	635.831	1080.513	120.829	633.854	1080.186	81.285	50.078	891.161	76.481	81.281	867.441	112.800	42.866	871.246	56.098	25.443	873.068
4	0.01500	144.919	622.761	1103.625	121.541	643.259	1057.277	90.869	635.766	1080.374	120.855	633.856	1080.203	81.359	51.274	891.116	76.362	81.352	867.459	112.745	42.898	871.294	56.059	25.494	873.067
5	0.02000	144.973	622.777	1103.617	121.572	643.190	1057.286	90.869	635.782	1080.377	120.858	633.836	1080.197	81.282	51.348	891.093	76.301	81.380	867.481	112.712	42.947	871.346	55.995	25.532	873.085
6	0.02500	145.132	622.937	1103.435	121.581	643.195	1057.257	90.884	635.776	1080.362	120.868	633.865	1080.230	81.245	51.489	891.195	76.264	81.415	867.490	112.693	43.021	871.372	55.930	25.589	873.084
7	0.03000	145.083	622.906	1103.509	121.617	643.209	1057.281	90.908	635.745	1080.404	120.888	633.871	1080.247	81.165	51.527	891.230	76.247	81.470	867.517	112.594	43.042	871.432	55.869	25.607	873.157
8	0.03500	145.058	622.923	1103.573	121.650	643.188	1057.308	90.920	635.721	1080.405	120.897	633.847	1080.234	81.083	51.508	891.296	76.179	81.486	867.528	112.554	43.117	871.385	55.812	25.656	873.149
9	0.04000	145.111	622.893	1103.678	121.663	643.189	1057.321	90.890	635.742	1080.428	120.910	633.856	1080.219	80.994	51.608	891.295	76.158	81.550	867.537	112.517	43.142	871.346	55.736	25.678	873.166
10	0.04500	144.988	622.752	1103.802	121.655	643.199	1057.315	90.899	635.727	1080.446	120.887	633.878	1080.268	80.939	51.654	891.317	76.123	81.567	867.544	112.424	43.183	871.396	55.682	25.727	873.148
11	0.05000	145.031	622.763	1103.819	121.659	643.202	1057.312	90.897	635.736	1080.436	120.901	633.856	1080.243	80.812	51.723	891.171	76.077	81.619	867.525	112.361	43.193	871.424	55.616	25.770	873.144
12	0.05500	145.042	622.780	1103.769	121.667	643.208	1057.281	90.914	635.701	1080.440	120.905	633.888	1080.248	80.786	51.814	891.264	76.047	81.679	867.521	112.343	43.242	871.413	55.567	25.815	873.144
13	0.06000	145.001	622.754	1103.802	121.679	643.202	1057.295	90.919	635.720	1080.421	120.893	633.850	1080.247	80.726	51.892	891.248	76.036	81.713	867.511	112.327	43.280	871.413	55.506	25.876	873.103
14	0.06500	144.985	622.761	1103.644	121.695	643.201	1057.280	90.896	635.729	1080.419	120.888	633.878	1080.248	80.680	51.969	891.221	75.971	81.769	867.478	112.305	43.305	871.406	55.497	25.935	873.123
15	0.07000	145.096	622.870	1103.649	121.671	643.209	1057.302	90.905	635.696	1080.441	120.887	633.876	1080.255	80.683	52.028	891.245	76.009	81.802	867.496	112.278	43.308	871.443	55.446	26.003	873.063
16	0.07500	144.954	622.711	1103.649	121.661	643.217	1057.285	90.886	635.698	1080.435	120.897	633.847	1080.236	80.663	52.064	891.232	75.973	81.825	867.454	112.288	43.326	871.479	55.417	26.037	873.069
17	0.08000	145.073	622.841	1103.520	121.677	643.214	1057.302	90.888	635.718	1080.462	120.906	633.853	1080.233	80.654	52.112	891.208	75.938	81.867	867.434	112.262	43.373	871.426	55.417	26.105	873.058
18	0.08500	145.032	622.858	1103.504	121.666	643.221	1057.281	90.887	635.718	1080.465	120.884	633.850	1080.226	80.648	52.140	891.217	75.996	81.886	867.448	112.258	43.372	871.424	55.402	26.105	873.043
19	0.09000	145.051	622.860	1103.494	121.678	643.215	1057.299	90.849	635.739	1080.423	120.879	633.877	1080.234	80.670	52.162	891.225	76.015	81.912	867.437	112.268	43.385	871.460	55.433	26.131	873.116
